,title,revised_salary,rel_title,ranking,category,salary_level,state,suburb
3135,Systems and Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,ACT,Canberra
3138,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,PortKembla
3142,Infrastructure Business Analyst - 12 month contract,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3150,Business Analyst l DIGITAL l FINANCIAL SECTOR,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
3162,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3166,Senior Technical Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
3167,Business Analyst - ERP pricing program,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3170,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
3173,Human Capital Management Business Analyst - Workday,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Docklands
3177,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,WA,Perth
3178,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,
3184,Data Analyst - Government Client,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
3196,Data Governance Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
3197,Business Analyst (iPlan),105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,NewSouth
3198,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,QLD,Brisbane
3200,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,BrisbaneCentralBusinessDistrict
3202,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,
3206,Contract - Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3212,Order-to-Cash Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3215,Junior Business Analyst Internship,80000.0,Business Analyst,Junior,Business AnalystJunior,low,NSW,Sydney
3217,SAP Master Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,WA,Perth
3230,"SAP Machine Learning Consultant / Data Scientist - Melbourne, Sydney or Japan",125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3236,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,SA,AdelaideCityCentre
3237,Service Now Business Analyst - DevOps,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
3239,Senior Systems Engineer/Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
3243,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3245,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3255,Data Analyst / Software Developer,85000.0,Data Analyst,Normal,Data AnalystNormal,low,WA,Perth
3256,Integration Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,FortitudeValley
3266,Business Analyst - Application,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3267,Alibaba Cloud Data Scientist Melbourne,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3268,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
3273,Advisory Business Analysts,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
3282,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,BrisbaneCentralBusinessDistrict
3290,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
3291,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
3295,Data Scientist,110000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3299,Senior Business Analyst - Mortgages,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
3300,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
3301,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,ACT,Canberra
3302,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,MelbourneCityCentre
3303,Senior Business Analyst - Legislative reform and data,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,SydneyCentralBusinessDistrict
3305,Pricing Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3308,SAP Master Data Analyst/Officer,85000.0,Data Analyst,Normal,Data AnalystNormal,low,SA,Adelaide
3313,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,ACT,Canberra
3321,Senior Business Analyst,208250.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,
3332,Junior Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,VIC,Geelong
3337,Data Analyst - 6 month contract,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3344,"Data Analyst, Full time, Fixed Term",85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3347,Finance Systems & Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3348,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3349,Business Analyst,90000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,CrowsNest
3350,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3353,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
3356,Lead Data Analyst - Digital,170000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3359,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
3365,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3366,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
3367,Senior Business Analyst / Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,SA,Adelaide
3369,Senior Business Analyst - R-10,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,HawthornEast
3371,Agile Business Analysts,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3375,"Data Developer, Data Architect, Data Science, Big Data, Business Analyst",105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3376,Data Analyst | Governance,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,NorthernBeaches
3382,Business Analyst: Data Warehousing,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3388,Business Analyst (Print & Imaging),105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,NewSouth
3389,Systems and Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,ACT,Canberra
3392,Business Analysts - Banking / FS Data Segregation,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
3397,Senior Business Analyst - Trade Surveillance,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
3410,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,StLeonards
3418,Business Analyst,19600.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
3421,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,NSW,Sydney
3423,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,HawthornEast
3428,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
3431,Technical Business Analyst,90000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
3432,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
3435,Senior Data Analyst,125000.0,Data Analyst,Senior,Data AnalystSenior,med,VIC,Melbourne
3444,Business Analyst/Engagement Lead,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
3447,Business Analyst (Mid-Senior Level),145000.0,Business Analyst,Senior,Business AnalystSenior,high,QLD,BrisbaneCentralBusinessDistrict
3448,Data Scientist Newcastle NSW,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,HunterValley
3452,Senior Data Analyst,120000.0,Data Analyst,Senior,Data AnalystSenior,med,VIC,Melbourne
3458,Data Analyst - 6 month contract,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3468,"Business Analyst (Sydney,Adelaide,Brisbane,Perth,Darwin,and Melbourne)",85000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
3477,Business Analyst - Health Sector,30625.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
3481,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,SydneyCentralBusinessDistrict
3494,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
3501,Business Analyst - Process Design and Integration,39200.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
3503,Business Analyst - AMS,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Gosford
3512,Digital Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3519,Marketing Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
3525,Senior Data Scientist,130000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
3527,Senior Business Analyst - eCommerce Operations,145000.0,Business Analyst,Senior,Business AnalystSenior,high,WA,NewSouth
3535,aps5/6 data analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,ACT,Canberra
3537,Master Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3538,Business Analyst - Intermediate,105000.0,Business Analyst,Normal,Business AnalystNormal,med,SA,Adelaide
3539,SAP Master Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3550,Analytics Specialist / Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Southbank
3558,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,
3559,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
3560,Data Scientist - Market Leader - CBD,110000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3563,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
3569,Business Analyst ( Testing ),105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,NewSouth
3579,Lead Technical Business Analyst - 12 Month Contract,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3581,Senior Business Analyst - Data / Regulatory Reporting,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
3587,Senior Business Analyst / Project Lead - Data Analytics & Reporting,130000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
3588,Senior Business Analyst - Pricing,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Heatherton
3607,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
3612,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3614,"Data Analyst, Systems and CRM Administrator",85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
3618,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,QLD,BrisbaneCentralBusinessDistrict
3628,Business Analyst - EDM (Engineering Data Management),105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,BrisbaneCentralBusinessDistrict
3630,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
3633,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3644,Business Analyst - Data Storage,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
3646,Data Scientist - Education,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3651,Senior Data Analyst (SQL),125000.0,Data Analyst,Senior,Data AnalystSenior,med,VIC,MelbourneCityCentre
3657,Senior SaaS Data Analyst - Data Architect,125000.0,Data Analyst,Senior,Data AnalystSenior,med,QLD,Brisbane
3659,Data Analyst - Credit Risk/Collections,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3663,Technical Business Analyst with Data Warehousing skills.,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
3664,Data Analyst | Governance,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,NorthShore
3665,Data Scientist - Machine Learning,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3668,Commercial / Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
3670,Change Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,
3679,Technical Business Analyst - 12 months fixed term contract,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,
3685,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,WA,Perth
3696,Business Analyst,95000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthernBeaches
3704,Systems and Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,ACT,Canberra
3706,"Data Scientist, Analytics, Machine Learning - Data Scientist, Data Statistician",125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
3709,Lead Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3713,Business Analyst - Healthcare sector,105000.0,Business Analyst,Normal,Business AnalystNormal,med,SA,Adelaide
3722,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,WA,Perth
3723,Data Analyst - Cyber Security Sales,100000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3726,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,ACT,Canberra
3760,Technical Business Analyst,34300.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
3768,Scrum Master / Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
3772,data analyst/scientist (power bi/tableau),85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Mascot
3774,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,ACT,Canberra
3777,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,PerthCentralBusinessDistrict
3789,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
3791,Business Analyst - Process Automation,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3802,Data Scientist,120000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
3804,IT Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
3806,Senior Data Scientist / Researcher AI Machine Learning,135000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
3807,Business Analyst Job in Brisbane CBD,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
3810,Business Analyst - 12 Month Contract,70000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3815,Senior Business Analyst - Digital Data Project,39200.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Chatswood
3819,Senior Business Analyst - Legislative reform and data,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,SydneyCentralBusinessDistrict
3820,Business Analyst for NGO,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3835,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Mascot
3846,Business Analyst,99960.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Parramatta
3854,Senior Data Scientist - Big Data Analytics,150000.0,Data Scientist,Senior,Data ScientistSenior,high,WA,NewSouth
3855,Data Analyst | Governance,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,NorthernBeaches
3856,Digital Data Analyst - Digital Marketing Analyst,90000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
3859,Data Analyst/Data Scientist,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3860,"Consultant, Data Scientist",125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3861,Lead Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3865,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3873,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3877,Data Scientist,110000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3890,Data Scientist / Machine Learning (blockchain),125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3897,Senior Data Scientist,100000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
3901,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3903,Data Scientist/Engineer,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3904,Data Scientist - Big Data Skills - Singapore,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3912,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
3919,Senior Data Scientist - 6 month contract,135000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
3920,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3921,Data Scientist - 6 month contract,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
3940,Business Analyst - exp with API Technology a must!,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3961,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3962,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3975,Marketing Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3988,Senior Data Analyst,125000.0,Data Analyst,Senior,Data AnalystSenior,med,VIC,Melbourne
3989,Data Analysts,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3993,Business Analyst - Digital,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4007,Data Analyst - SQL/ Advanced Excel,110000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
4008,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4011,ICT Business Analyst,75000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4038,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4058,SAS Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
4060,Data Analyst (Python),85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
4124,Lead Data Analyst - Digital,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
4136,Superannuation Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4164,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
4165,Business Analyst - Application,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4168,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
4176,Business Analyst,85000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4179,Senior Business Analyst – Multiple Positions,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
4183,Payments and Cards Business Analyst,26950.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4190,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4191,VB.Net Developer + Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
4192,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4195,Contract Data Scientist - 6 months - Banking and Financial Services,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
4199,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4203,Senior Business Analyst - Application,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
4205,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4217,Agile Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4218,Digital Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,MelbourneCityCentre
4223,Senior Data Analyst,137200.0,Data Analyst,Senior,Data AnalystSenior,med,VIC,Melbourne
4224,Senior Data Scientist,140000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
4226,Senior Data Scientist - 6 month contract,135000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
4233,business analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4240,Business Analyst,147000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4256,Business Analyst - Senior,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
4261,IT Business Analyst(Windows 7 to Windows 10),105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4267,Qlikview Reporting Business Analyst,183750.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
4269,senior business analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,MelbourneCityCentre
4292,Senior/Lead Business Analyst - Payroll Implementation experience required,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Hawthorn
4390,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,QLD,Brisbane
4397,Graduate Data Scientist,85000.0,Data Scientist,Junior,Data ScientistJunior,low,WA,Perth
4423,Graduate Data Scientist,85000.0,Data Scientist,Junior,Data ScientistJunior,low,WA,Perth
4472,Senior Data Analyst,125000.0,Data Analyst,Senior,Data AnalystSenior,med,NSW,Sydney
4531,Data Scientist,100000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
4676,Data Analyst Cryptocurrency,55000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
4684,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
4747,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,WA,Perth
4818,Data Scientist/Analyst,208250.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
4899,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
5148,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
5152,data analyst (power bi/tableau),85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Mascot
5168,"Data Scientist - Sydney, permanent, Spark, Scala, Python - pre sales work",160000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
5200,APS6 Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SurryHills
5236,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5250,data scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,SydneyCentralBusinessDistrict
5290,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
5522,Senior Data Scientist - 6 month contract,135000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
5551,Data Scientist,140000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
5555,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
5556,Junior Data Scientist,85000.0,Data Scientist,Junior,Data ScientistJunior,low,NSW,SydneyCentralBusinessDistrict
5558,Ikon | Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
5564,Production Data Scientist / Insights Analyst – Capcoal Opencut Operations,125000.0,Data Scientist,Normal,Data ScientistNormal,med,QLD,Middlemount
5570,Data Scientist - Market Leader - CBD,110000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
5575,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,ACT,Canberra
5578,Intermediate Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,WA,Perth
5591,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,WA,Perth
5598,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
5622,Data Scientist - 12 month contract,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
5637,Data Scientist/Analyst,208250.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
5652,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,WA,Perth
5664,Data Scientist - 12 month contract,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
5669,Senior Data Scientist,100000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
5676,data analyst/scientist (power bi/tableau),85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Mascot
5681,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
5683,data analyst (power bi/tableau),85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Mascot
5694,Asset Data Analyst (Ongoing),78498.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Queanbeyan
5697,DATA ANALYST,83563.5,Data Analyst,Normal,Data AnalystNormal,low,NSW,
5704,DATA ANALYST,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,GardenIsland
5705,Data Analyst (2 month contract),85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
5711,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,SA,Adelaide
5712,Data Analyst (VPSG4),88131.5,Data Analyst,Normal,Data AnalystNormal,low,VIC,MelbourneCityCentre
5719,"Uber Eats Data Analyst, ANZ",85000.0,Data Analyst,Normal,Data AnalystNormal,low,ACT,Canberra
5723,"Data Analyst - Inclusive Education, St Mary's College, MARYBOROUGH",85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Maryborough
5727,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,MelbourneCityCentre
5734,Database Administrator / Data Analyst / Data Engineer,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
5742,Technical Business / Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,WA,Perth
5743,Technical Business Analyst (Data/Analytics),105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5752,Business Analyst - Data Management,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5756,Senior Data Analyst,125000.0,Data Analyst,Senior,Data AnalystSenior,med,NSW,Sydney
5764,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Brisbane
5768,Risk / Data Analyst (SQL / SAS),85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,SydneyCentralBusinessDistrict
5769,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Mascot
