,description,title,revised_salary,rel_title,ranking,category,salary_level,state,city
6528,"Global software vendor - Best known for their solutions in Automotive finance
BA focus on the financial systems running the loan and lease portfolios
Fintech industry will guarantee future growth
Specialist Software provider - Automotive and Equipment Finance
North Sydney Location
Working with Global client base


Company: Is a leading global provider of Automotive Finance and Equipment Leasing software to banks and finance companies. Their product range is end to end, from origination through receivables management, collections and financial management.

Opportunity: Due to the conquest of new clients in Australia and Overseas, coupled with the massive raft of legal, compliance and accounting standard changes. There has been a massive increase in projects, which they are seeking full time / permanent Business Analysts.

Role: Is a permanent role working with Asia pacific clients on both new functionality and/or new client system migrations. There have also been a number of new client appointments made overseas which is likely to lead to business travel for work.

Globally there has been a huge amount of legal, accounting and other compliance changes that the software needs to respond to and this is not expected to reduce any time soon. As such the bulk of the projects focus upon the back end receivable management systems that carry the assets and interact with the accounting GL. Little activity is anticipated with the Contract acquisition side of things.

With 100% of the client base being Finance companies and leasing businesses, the role will be a Subject Matter Expert on all Asset finance products as you develop client solutions considering Tax, finance legislation, accounting standards using terminology the clients understand.

Along with being a leasing and finance subject matter expert, this role will be managing stakeholders both internal and with clients, to ensure delivery within the required deadlines. With the success of new client wins, customer satisfaction is critical though the SDLC process.

Requirements: We are seeking to discuss this role with candidates who best demonstrate the following skills and experience:

Subject Matter Expert level knowledge of equipment finance and leasing products
Tertiary qualifications in accounting or a related discipline are preferred
Past business improvement experience, ideally including IT system changes
Previous experience to building complex financial pricing models is highly regarded
Strong stakeholder management and communication skills


Questions relating to your application may be directed to Simon Bird on (02) 8920 1855. All applications are confidentially held until otherwise discussed.

BUSINESS ANALYST / SENIOR BUSINESS ANALYST / PROGRAM MANAGER / SDLC / FP&A ANALYST / INFORMATION TECHNOLOGY / SOFTWARE DEVELOPMENT / AUTOMOTIVE FINANCE / LEASING / ASSET FINANCE / EQUIPMENT FINANCE / PROJECT MANAGER / CONSUMER FINANCE / COMMERCIAL FINANCE / BANKING",Business Analyst - Equipment Finance & Automotive Finance,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,  Sydney 
6531,"3 month contract (extension options)
QLD Government
Brisbane CBD
I am currently recruiting a Senior Business Analyst with a background in Business Intelligence to work with the Department of Education on the implementation of their Business Intelligence Services.

Project Overview
Strategy and Performance, Business Intelligence Solutions are running a number of Business Intelligence (BI) projects with the aim to improve the information provision to business unit management, executives, and regional offices by establishing a BI reporting platform as well as integrating and automating existing monitoring and reporting systems.
The Early Childhood Reporting Intelligence System Project aims to provide user friendly reports and modern data visualisation dashboards that allow different business units to have a consolidated view of disparate data sets.
The Online School Data Profile Project main objective is to provide a contemporary reporting solution that enables agile delivery of SP products in an online and interactive environment.
The Corporate Reporting (Power BI Implementation) Project scope is to deliver BI services (both internal and external to the organisation) and base cloud services to support Power BI in the cloud.
Position Overview & Description
The successful candidate will:

Liaise with business stakeholders to identify, design and document requirements for metrics and data visualisations for a School Data Profile.
Provide support to multi-skilled teams and act as a bridge between business and technical stakeholders in defining and developing critical metrics and reports.
Provide a high level of expertise in establishing and documenting ICT business and system requirements through a range of structured research and analysis techniques including, but not limited to facilitated stakeholder workshops, surveys, client meetings and industry reference reviews.
Where required, initiate communications between stakeholders, acting as a single point of contact for defined groups and facilitating open communication and discussion between stakeholders.
Coordinate project delivery by participating in design reviews and walk-throughs to communicate systems designs and validate proposed solutions.
Actively participate in the management of client expectations in a limited resource development environment with competing priorities.
Excellent verbal and written communications skills to effectively communicate and collaborate with a range of internal and external stakeholders.
Ability to communicate insights and recommendations to senior leadership.
An understanding of Power BI data visualisations, and BI tools.
Experience in interactive data visualisation design is preferable.
An understanding of basic statistical techniques.
A good understanding of data visualisation principles.
Ability to learn new business and data analysis techniques independently.
Have general systems and application development knowledge.
Have good problem solving and critical thinking skills.
This role closes on the 27th September 2018. Apply now!

Graham Eather - 07 3232 2300",Senior Business Analyst (BI),145000.0,Business Analyst,Senior,Business AnalystSenior,high,QLD,  Brisbane 
6532,"IT Senior Business Analyst
Duration:6 months Contract on a view to extension
Location: Melbourne
Large Insurance Organisation
Adaps has been scouted to source IT Senior Business Analyst for one of our Large Insurance Organisation client at Melbourne
Role Summary:
Directly supporting strategic CLIENT projects, the BA will in conjunction with Business Units and IS functions, conduct detailed business and systems analysis as required to define Business and Functional Requirements and provide support with development and testing as required.
Key Challenges:
Work in Hybrid Agile/Waterfall environment
Champion the CLIENT Information Security programme and strategy and assist to deliver desired outcomes for our businesses.
Lead the Business partners and IT partners in identifying functional needs and solutions.
Pro-actively develop opportunities that could improve business performance.
Develop personal internal networks and maintain awareness of changes in operational processes & procedures across CLIENT Australia.
Anticipate business issues, challenges and opportunities, develop new ideas to enhance business processes,
Experience Required
Minimum 7 years Business Analyst experience mandatory
Demonstrated experience with liaising directly with Business functions, senior leaders and SMEs to define Business Requirements and Functional requirements that underpin business change programs.
Strong Stakeholder management experience, particularly in liaising between Business & IT functions to initiate and implement the development, delivery and support of solutions.
REQUIRED Skills
Adaptive and agile mindest
Excellent team player
Good understanding of various methods for capturing and documenting requirements
Will need to think outside ‘the box’ to overcome issues and find solutions where conflicts and difficulties arise
High degree of ability to communicate and build trust to forge strong relationships with business, customer & IT bases
Excellent written & oral communication skills with demonstrable ability in a variety of techniques to express technical information to non-technical readers / listeners
Ability to assess the impact of implementing change through IT Digital solutions
Typically require a tertiary qualification in an IT discipline or related field plus extensive professional experience in Business Analysis / Consulting (desirable)
VSTS requirements tool preferred
How to apply:
Please apply using the link below or call Ricky on 03 8506 6521 for further details. Applications closes based on the volume of applications received. Only short-listed candidates will be contacted.
Adaps is an equal opportunity employer that actively embraces diversity in its workforce through accurate community representation of gender, culture; thought and work arrangements.",IT Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,  Melbourne 
6533,"Business Analyst Manager - Business Banking - Leading Financial Organisation - CBD

I am working with a Leading Financial Organisation who are looking for a Lead BA/ BA Manager to join a high performing team within their Business Banking division.

You will be leading a team of 8+ Business Analysts whilst also being responsible in ensuring the delivery of multiple projects across the division.

You will be supporting the teams transition from Waterfall to Agile.

The role of the Business Analyst Manager is integral to the development of the growing team with your responsibilities seeing you being responsible for -

Leading / training / upskilling / growing the team
Ensuring the priority of tasks
Ensuring business needs are supported accordingly
Working with Stakeholders to identify impacts
Building / maintaining / developing relationships with stakeholders & internal teams
If this sounds like you, please don't hesitate to apply.
Morgan McKinley is acting as an Employment Agency in relation to this vacancy.",Lead Business Analyst/ BA Manager,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,  Sydney Central Business District 
6535,"Our NSW Government organisation are currently seeking a Senior Business Analyst to design, develop and deliver high quality and timely analysis projects utilising data and information from a wide range of sources to support evaluation of insurer performance and financial viability within a regulatory and compliance framework. Your area of focus will be insurer transitions for claims and policy transfers, insurer supervision model automation, data quality and revision of technical manuals.
This role will be based in Gosford or Sydney with regular travel between sites.
Workers compensation and/or insurance industry experience is highly desirable
NSW Public Sector
Key accountabilities
Undertake research and analysis to evaluate insurer performance and contribute to development of business strategies and targets
Support the development of innovative and cost effective assessment and reporting tools to measure insurer performance in complying with legislation, guidelines and standards
Plan and conduct research in the relevant industry, current and emerging issues and trends to facilitate the achievement of operational and strategic plans
Provide reports, recommendations and advice in relation to evaluations undertaken, ensure all reports meet a high professional standard in terms of timeliness, accuracy and relevance, and prepare high-level briefing papers, submissions and Ministerial correspondence
Maintain contemporary knowledge of industry to assist in the adoption of best practice direction in policy and regulatory activities
If you have the above experiences and would like to apply for this opportunity, please send an updated resume to Gemma Bilboe at gbilboe@charterhouse.com.au",Senior Business Analyst - Insurance,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,  Sydney 
6536,"Security Business Analyst

The Business Analyst is required to develop and participate in project tasks and manage stakeholder engagement activities to identify, analyse and facilitate changes with respect to the latest cyber security best practices, technologies & processes.

To be successful in being chosen in this role you will have;
Knowledge of security fundamentals.
Negative Vetting; either NV1, NV2 or Top Secret / PV / Positive Vetting
Key accountabilities for the role:
Establish and maintain effective relationships with key internal and external stakeholders to understand critical operational issues, mitigate risks and capitalise on opportunities in order to improve business systems and processes;
Facilitate workshops with key stakeholders (internal and external to Housing) to understand current business processes, elicit requirements and document accurate business process maps;
Develop business requirements, functional specifications and design specifications as required;
Analyse, review and edit requirement specifications, business processes and recommendations related to proposed business solutions and projects in alignment with operational plans;
Oversee the implementation of new business solutions to ensure minimal disruption, downtime and detrimental effect to business operation;
Work collaboratively with the Manager, Senior Project Officer or Change Manager on scoping, sizing, approach and impacts of projects and programs;
Lead research and analysis of best practice to develop the unit’s standards
Work with operations & architectural design areas in Cybersecurity designs.
Based in Canberra, this is a 3 year project paying an outstanding daily or hourly rate.

If you have the relevant experience, please APPLY NOW with a WORD version of your CV",Security Business Analyst - $150/hr (36m Contract),294000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,  Canberra 
6537,"This is an excellent opportunity to work for a high performing In-House Business Development team. It is the ideal role for candidates looking to move from another Mining Business Development team, or a Big 4/Advisory team if you have mining clients experience. In this team, there is mix of backgrounds to learn from and work with which will benefit your own career development, and the team will be looking to grow by M&A in the near future.
Duties

Provide commercial insight and financial analysis for investment decision making
Identify and evaluate opportunities
Financial modelling for new and existing mining projects
Work on M&A, JV and Strategic opportunities
Report writing and presentation to key internal and external stakeholders
Industry and competitor analysis
You will be part of a high performing business unit to provide commercial value-add in the area of corporate finance and business development

Background

Minimum 7 years corporate finance & transactions experience
Experience in a mining business development team
Experience in a Big 4 or Corporate Finance firm
Experienced with financial modelling and investment analysis


To apply please click apply or call Daragh Lindsay on 08 9266 0917 for a confidential discussion.",Senior Business Analyst - Business Development,145000.0,Business Analyst,Senior,Business AnalystSenior,high,WA,  Perth Central Business District 
6538,"In the role of a Business Analyst, you will be expected to leverage your functional and technical expertise to understand key technology trends shaping the mining sector. Role require intensive industry understating of the coal mining.

Key Responsibilities

Provide subject matter expertise across mining production systems and supported technologies
Be a Subject Matter Expert for the client and IT team
Functional and technical applications support
Work with clients sales team to lead or drive business / functional content in client pursuits
Contribute to account management strategy and unit strategy, as required
Essential Skills
3-5 years of relevant experience as a functional/technical consultant or application specialist or system analyst in mining & metals industry with sufficient production technology support
3 years of experience in mining operations related application packages or customer applications
Should have experience in at least one of the industry functions Mine planning, Supply chain, Inventory Management, Fleet Management Systems, Mine operation control systems or Mine automation
You must have a strong understanding of mining operations as well the technologies currently used in coal mining (at least 3-5 years)
You must have the ability to master complex software solutions so as to help customers improve their coal mining operations
You must have knowledge or exposure to digital solutions in mining (Example: Remote control operation technologies, Production system applications, Fleet Management systems, Mine Planning and development, Ore scheduling and logistics etc.)
You must have knowledge or experience of supporting coal Mining operations in a Level 3 or 4 environment as a specialized professional for complex requirement management, configuration requirements, engineering or expert level guidance on products
You must possess mind-set for continuous improvement to processes and systems
Strong communication skills and customer service ethic
Unfortunately sponsorship cannot be offered with this role. Please only apply if you have full working rights in Australia. #LI-CS1 #LI-96",Technology Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,  Brisbane 
6539,"A prestigious global firm seek a Technical Business Analyst to join their highly regarded projects team with excellent career growth opportunities.

Do you have a technical background & an interest in data and want to work for a company at the forefront of technology in a team with an awesome culture?

If this sounds like you and you want to work in state of the art offices in the heart of the CBD, then hit the Apply for this job button now!

They are:


As a highly prestigious international finance firm, they have a focus on hiring the best technologists on the market, but more than that, people who fit their genuinely collaborative, supportive & driven culture.

You'll enjoy working in premium CBD offices (arguably the nicest in Sydney), with amazing views, fantastic facilities, onsite gym, library and paid breakfasts & lunches (prepared by their chef).

With a friendly, personable & very knowledgeable manager, you'll gain exposure to finance & trading, guaranteed bonuses & wonderful perks.


You are:


You’re a Junior to mid-level Technical Business Analyst with around three to five years of experience & a highly analytical approach to working through problems and coming up with solutions.

You come with solid experience working with data and know how to find information, analyse it, then piece the puzzle together.

The tools you use are up to you, it may be Python, SQL, Excel etc. and you’ll ideally be able to do some back-end testing.


The role:


As a Technical Business Analyst, you will partner with technical & business teams to analyse processes and recommend, implement, and/or support technology based solutions that align high level project goals.

Working in a small projects team of four, you’ll have the opportunity to progress into project management in the longer term, move into different teams (risk, back-office etc.) or move into data analytics.

The work in this role will be varied and will span across all parts of the business, with some emphasis on market data.

Requirements / Skills / Experience:


Curious nature & ability to ‘investigate’ situations to find the information you need
Skills to understand, analyse, diagram and describe complex distributed systems, processes and high level data flows
Able to analyse and document business processes and use cases, diagram system topologies
Able to leverage knowledge of the software development life cycle to enhance the analysis, coordination and maintenance of tasks
Some back-end testing
A few years of experience providing application and/or systems implementation and technical business analysis / task management
Strong analytical/problem solving skills

This is a great opportunity - To apply, please submit your CV via the portal by clicking the APPLY for this job button below.

You can also contact Erinn Brukmann on 0422 154 366.","Technical Business Analyst - Finance Firm, Cutting-Edge Technology",105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,  Sydney 
6543,"9-month contract with possible extension
Brisbane
Large government organisation
Responsibilities
Proactively manage key stakeholder relationships, and lead and conduct workshops and meetings as required to define business processes, and ensure improved outcomes.
Obtain formal agreement from stakeholders on the scope of requirements (including business focused user stories) to establish a base line on which delivery of a solution can commence.
Where required, initiate communications between stakeholders, acting as a single point of contact for defined groups and facilitating open communication and discussion between stakeholders
Assist and prepare project stakeholders business cases which define potential benefit, options for achieving these benefits (through development of new or changes processes) and associated business risks.
Take responsibility for investigative work to determine business requirements and specify effective business processes, through improvements in information systems, information management,practices, procedures, and organisation change.
Contribute to organisational change through recommended improvements to existing business processes, practices, procedures and information systems.
Provide a high level of expertise in establishing and documenting ICT business and system requirements through a range of structured research and analysis techniques including, but not limited to facilitated
stakeholder workshops, surveys, client meetings and industry reference reviews.
Analyse and document business processes and related ICT requirements and take a lead role in the development of ICT system requirements specifications, including logical design.
Conduct investigations at a high level for strategy studies, business requirements specifications and feasibility studies.
Apply and monitor the use of required modelling and analysis tools, methods and standards, giving special consideration to business perspectives.
Apply and utilise business modelling methods to ensure results oriented deliverables in a way that can be recreated and used as a corporate knowledge resource available to project level initiatives and executive
decision making.
Develop conceptual models of business processes utilising appropriate modelling techniques to develop end to end service mappings.
Act as a subject matter expert in the development of business architecture framework, tool suite selection and design and methodology development.
Actively participate in the management of client expectations in a limited resource development environment with competing priorities
Provide strong leadership and support to multi‐skilled teams and act as a bridge and subject matter expert (SME) between business and technical stakeholders in architecting, developing, testing and delivering solutions.
Required Skills
Minimum of 5 years experience in a Senior Business Analyst role and a role requiring business process analysis and improvement.
Prior experience and knowledge of the organisation’s environment is desirable.
Experience in business process reengineering/redesign and implementation.
Experience in complex modelling techniques and technical writing.
Experience in change management.
Exceptional problem‐solving capabilities with a focus on simplification.
Experience in recording process metrics
Experience working with senior level stakeholders.
High level written and oral communication skills and excellent organisational skills.
Ability to work effectively with little supervision and as part of a team in the design, preparation and delivery of solutions to clients.
Experience writing user stories and use cases
Experience understanding business process dynamics and the change management process.
Tender closes on 13 September 2018. Statement of suitability to be completed on 12 September 2018.

Please send your CV in Word format to cvs@synergyplacements.com.au.",Business Analyst Job in Brisbane,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,  Brisbane 
6544,"Excellent opportunity has arrived to join a leading organisation as a Technical Business Analysis in their Sydney office – Permanent position.
This role will act as a key interface between the dev teams and business units across IT.
On a daily basis you will be involved in:
Document business processes and translate these into process change and technology solutions.
Work with the developers to ensure technology solutions meet the requirements of the business.
Maintain documentation of developed software and model libraries
Manage a clearly prioritised list of features and stories, based on input and direction of business stakeholders and make trade-off decisions recommendations on technical feasibility vs customer desirability
Manage the breakdown of features into milestones, epics and stories while ensuring the backlog is ordered by priority and developers do not have any blockers
To succeed in this role you will have:
Experience working in a large commercial environment with exp in evaluating and documenting business and software requirements to a high level of detail
Exp in business process improvement
Proficient in Jira
Basic understanding of java / .net a bonus
Working in a highly legislated/ regulated environment desired
Gambling and entertainment environments highly adventitious

An excellent salary is on offer for the successful candidate.
Please call Ben Cary at Randstad Technologies on 02 8235 3353 for confidential discussion or just hit the apply button below.
At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.",technical business analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,  Sydney Central Business District 
6547,"A leading specialist in business software engineering
First-rate IT solutions for clients in various industries
Challenging and rewarding role
What's in it for you?

Join an organisation offering high-quality business software solutions, bespoke or otherwise, to clients around the world.

Become part of a driven team that recognises the significance of communication. Your active engagement and constructive input will be highly valued by peers and superiors.

If a successful candidate, you will receive a competitive pay package of $90k - $100k + super.


Who you will be doing it for:

You will be working for an award-winning business software engineering specialist. They are the go-to IT solutions provider for some of the biggest businesses around the world.

The organisation has an exceptional industry track record, with over 25 years' experience in being among the best at what they do.

With their aggressive business growth, they are seeking a skilled, motivated individual to join their ranks.

What you will be doing:

As Business Analyst, you will handle large retailers as clients. Use your skills in using e-commerce and CRM applications to further your clients' IT goals.

In addition, you will identify and satisfy their high-level requirements. Demonstrate your ability to develop custom solutions based on client needs.

What you must have to apply for this role:

A Bachelor's degree in Engineering, Computer Science, or a related field
Previous e-commerce experience
A proven experience in utilising CRM applications, preferably cloud-based
You will be highly regarded if you also have:

Past experience in retail channel
The ability to work independently and to multitask
To apply for this exciting role, please submit your resume to Matt Rowles via the ""Apply Now"" button below. Send your CV ASAP as I will be screening applicants from the moment this ad goes live. If you want to know more about this unique opportunity or similar sales roles, you can call me for a confidential chat on my direct dial 03 9283 9077.




Please note: due to the high number of applicants, only successful candidates will be contacted",SalesForce Business Analyst,95000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,  Melbourne 
6549,"Opportunity for an experienced BA to play a key role in our client’s technology transformative and game changing retail distribution programs. The goal is to establish durable business models that improve operational efficiencies stronger market presence along with enhancement of branding rank. This is your chance to be part of this significant program.

Responsibilities
Determine business requirements for multiple business clients developing singular Business Analysis conclusions
Gain a detailed knowledge of the process across the organisation
Initiative defining analysis, design, and implementation of progressive solutions.
Work closely with both business and technology development teams in preparation of detailed specifications
Contribute to system architecture and design
Provide insights in distributive integration, sales order processing and system integration across business and technical teams
Key Requirements
5+ years Business Analysis experience in a large scale commercial environment
Broad knowledge and understanding of the end-to-end retail life cycle*
Capability and adaptability in harmonizing business needs to technical realities
Familiarity with product life cycle processes
Excellent awareness of both Waterfall and Agile processes
Project experience involving implementation and integration of ERP solutions such as SAP, MS Dynamics AX, Oracle, JDA, Infor etc
Ability to work well in a team environment
Excellent written and spoken English",Snr Business Analyst - Consumer Retail,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,  Melbourne 
6550,"An exciting 12-month opportunity for a Lead Human Resources Business Analyst to join a leading Education institution located in the Sydney CBD. With an immediate start, this lucrative opportunity will have a very healthy outlook to extend beyond the initial engagement. The successful candidate will have had a background in Human Resource functions as a Lead Business Analyst, proven ability to work in ambiguity and exceptional communication skills.
Key Responsibilities
As the Lead Human Resources Business Analyst, you will:
Lead the selection of HR systems implementation through critically analyzing business requirementsLead a team in a fast-paced and ambiguous environmentConduct analysis of the “As is” and “To be” processesFacilitate workshops with key stakeholders to ensure requirements are gathered and well documentedProducing Business Analysis artefacts including: BRDs and Process mapsWorking alongside Executives to achieve the business objectives setAnalyze the organization with detail to find gaps and provide viable solutions to create improved efficiency


Key Requirements
As the Lead Human Resources Business Analyst, you will have:
5+ years as a Lead Business Analysis experienceProven track record of leading teams upwards of 20 peopleExtensive experience in the HR function as well as HR systems, payroll and talentDemonstrate high level of business process management to develop and implement solutions that align and support strategic objectivesStrong interpersonal and stakeholder engagement skillsGovernment experience is highly desirable as well as any Lean Six Sigma or equivalent qualifications

To apply please click apply or call Phillip Yee on +61 2 82893143 for a confidential discussion.",Lead HR Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,  Sydney Central Business District 
6551,"The Client: Our client is in the airport services industry and is seeking an ICT Business Analyst in their Melbourne team. ACP Worldwide has offices in 4 continents of the world and offers services such as airline cargo management, air charter and aviation consultancy.The Roles: The ICT Business Analyst role is responsible for the ongoing development of ACP’s in-house reservations and CRM software package and operation systems.It is for a full time role with an annual salary of $60,000 + Superannuation.The Responsibilities: Carry out analysis to define configuration specifications and business technological requirementsDevelop and implement best practices and processes for improved system methodsRun system tests to monitor performance and ensure optimum qualityLiaise with customers to determine best practices and guidelines for system functionalityPrepare training documentation for users as well as organize formal sessions and seminarsMaintain an up-to-date knowledge of IT and business processesUse process and data modelling techniques to develop and manage system softwareUtilize IT resources to create IT solutions effective in meeting the requirements of an organizationProffer recommendations to upper management on ways to maximize profits by improving systems processesMaintain accurate records of relevant technical and business informationCommunicate with users to obtain feedback and assist in resolving issuesCollaborate with technical specialists such as systems analysts and developers to optimize and enhance a system; Samurai ConsultingMonitor systems development processes to ensure successful project completion.The Requirements: Minimum of 1 year of experienceExperience in information technology or a strong understanding of business activities in this fieldDemonstrated knowledge of business analysis techniques and process improvement methodologiesStrong facilitation and influencing skillsCreativity in thinking, ideation and approachDemonstrated strong communication and interpersonal skillsExcellent written and oral communication skills with the ability to engage stakeholders at all levelsJob Type: Full-timeSalary: $60,000.00 /year",ICT Business Analyst,60000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,  Melbourne Airport 
6554,"Drive newly created analysis function

Partner directly with the Finance Director

About Our Client
Our client are a well thought of Digital Media/Advertising business going through an expansion phase following an acquisitive phase that has seen their head count increase by 25%, with business analysis being identified as an area requiring immediate attention. Known for their exceptional high performance culture now is an exciting time to join a business on the rise.

Job Description
Reporting to the Finance Director you will:

Assist in developing and delivering strategic business plans
Partner with operational stakeholders in delivering financial and commercial outcomes
Create and develop channel analysis
Contribute to and assist the delivery and analysis of business plans of new growth initiatives including new market entry, launch of new business units and acquisitions
Take responsibility for producing monthly management analysis
Support treasury where required
The Successful Applicant
TO be considered for the shortlist you will have:

Full CA/CPA
Experience working in a similarly analytical role
Ideally spent time working in a similarly growing business
Strong communication skills and exposure to a broad range of operational stakeholders
What's on Offer
Competitive compensation
Excellent exposure across a broad range of senior stakeholders
Drive key business decisions
Contact:
Jack Betton",Business Analyst - Digital Media,120000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,  Melbourne 
6555,"Senior Business Analyst contract opportunity at a top tier Financial Services company to work on a strategic Agile Digital projects.
Key responsibilities include: running workshops, user stories, process mapping.
It is an initial 6 months contract however high chance of extension due to large project pipeline.
Opportunities / Benefits:
Working in a Top Tier Company
Contract opportunity with a high chance of extension
Top class working environment
Essential Skills and Experience:
4+ years Business Analysis
Digital: Online, Mobile & Tablet
Financial Services
Agile / User Stories
Desirable Skills and Experience:
Business, Accounting or IT related tertiary qualification
To apply online please click on the appropriate link
At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.",senior business analyst - digital / agile - $800 to $900 /day,208250.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,  Sydney Central Business District 
6556,"Our client is seeking for an experienced Business Analyst to join their team ASAP for an exciting range of projects involving state legislative change.

Our client is seeking for an experienced Business Analyst to join their team ASAP for an exciting range of projects involving state legislative change.

SELECTION CRITERIA

Extensive and demonstrated experience conducting analysis of business needs across a complex portfolio of initiatives in a federated or multi-sourced environment.

Strong knowledge of; and extensive experience in the application of; contemporary business analysis best-practice methodologies and processes such as BABOK and UML. This includes leading and mentoring other business analysts in the application of these methodologies and processes.

Strong interpersonal skills including, a strong ability to communicate and influence effectively across the most senior levels of the organisation.

Proven experience working independently and/or with multidisciplinary teams including the management and mentoring of other business analysts.

Experience in data-based projects or basic knowledge of corporate data will be a plus.

Previous experience working with legislative change will also be a plus.

Experis ANZ is parent to a portfolio of brands; Greythorn, Safesearch, Marks Sattin, GT-X and Global Attract . These brands make up our core specialisations for Technology & Digital, Accounting & Finance, Engineering and Workplace Health, Safety and Environment. When you apply for this opportunity you will be directed to the parent website www.experis.com.au to lodge your application. Experis is part of the ManpowerGroup , a global leader in offering end to end workforce solutions.

If you're curious and willing to have a conversation about this role, please pick up the phone and speak with our recruitment specialist below. Even if this doesn't sound like the right role for you, we encourage you to join our talent community so your skill set can be the first considered when another opportunity arises. Click register on our website www.experis.com.au .

Fabrice Jiew
Technology & Digital
Government Recruitment Account Manager
Let's Connect
https://www.linkedin.com/in/fabricejiew/
+61 2 9249 8070",Senior Business Analyst - Government Agency,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,  Sydney 
6560,"We are looking for SAP Business Analyst for a Adelaide location.This is for one of our Federal client .

Requirements:

perform high-level analysis and evaluation of business processes and requirements and propose and create solution specifications for projects
collaborate with stakeholders to resolve issues, solve problems and ensure effective and timely implementation of projects
create conceptual and logical business solution design (i.e.blueprint, solution design documents) and implement solutions to meet business requirements
work as an effective team member and support staff to achieve quality outcomes
experience SAP CRM Functionalist

Benefits:
At Zone IT we are working with industry leaders to provide quality consulting and Resourcing services. We are always looking for Consultants who share the same passion and focus as we do. We know what it takes to stay on the top and ahead of the curve. That’s why out training and mentor programs are designed to bring the best from our teams.",SAP Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,SA,  Adelaide 
6563,"Join a large IT consultancy as a UX Business Analyst and allow your career to grow within a highly desirable UX space.

Our client is a well-established IT consultancy currently seeking a talented UX Business Analyst with a real strong eye for design to create an intuitive and cohesive look, feel and overall user experience for products and services of the organisation.

Core responsibilities include:
Analyze existing systems and understand new needs of the business/audience

Conduct research on usability and customer experience

Clarify requirements and segregate them into functional and non-functional categories

Present solutions, ideas and recommendations that serves the requirements

Document the discussions, concepts and the finalized scope

Create designs that align with the user needs

Prepare UX deliverables including personas, journey maps, scenarios, task flows, information architectures, prototypes, wire-frames, mock-ups and interactive prototypes

Oversee and contribute to the development of the screens

Conduct testing to validate that the developed functionality is in accordance with the scope

Continuously research and strive to understand audience needs better and improve the existing systems

Oversee all UX and design work across the team

Skills required:
Research and analysis skills

Experience working in Agile methodologies

Thorough understanding of user interface design, user centred design, information architecture, and human factors

Knowledge of UI development tools

Understanding of graphic designing and UI designing concepts

Exceptional communication, organizational and interpersonal skills

Ability to handle and coordinate multiple projects at once

Documentation and articulation skills

Innovative and creative outlook

Good command over spoken and written communication

Experience required:
Previous experience in all aspects of user experience

Experience using evaluative and generative, qualitative and quantitative UX methods

Experienced working in Agile environment, feeding user research into design and development process within sprints

Ability to work effectively in cross functional teams, understanding and appreciating people with varying perspectives, and influencing others to deliver great outcomes

Please contact Nik Stojanov on 08 6151 1702 for further information on this opportunity.

To be considered for the role click the 'Apply' button or for more information about this and other opportunities please contact Nik Stojanov on 08 61511702. Please quote our job reference number: 200182074.

Well-established IT consultancy

6 months contract + extensions

Perth CBD based",UX Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,  Perth 
